freq,unit,na_item,sector,geo\TIME_PERIOD	1949 	1950 	1951 	1952 	1953 	1954 	1955 	1956 	1957 	1958 	1959 	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PC,NFW_S14_S15,S14_S15,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	123.60 	126.70 	153.59 	177.97 	257.38 	193.12 	160.21 	127.67 	121.07 	122.60 	143.80 	137.98 	134.42 	82.13 	85.45 	66.28 	60.31 	70.70 	110.41 	113.08 	114.72 	113.53 	127.75 	111.21 	126.38 	139.58 	138.14 	142.33 p	149.11 p
A,PC,NFW_S14_S15,S14_S15,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	146.18 	147.75 	156.48 	176.91 	179.65 	159.98 	152.46 	137.03 	143.88 	143.06 	148.76 	161.38 	150.56 	111.93 	120.76 	123.53 	130.84 	149.57 	181.34 	203.69 	228.04 	225.54 	227.96 	215.47 	225.04 	245.79 	249.81 	232.16 	232.08 
A,PC,NFW_S14_S15,S14_S15,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	193.48 	184.83 	190.82 	196.18 	208.02 	212.48 	205.55 	177.99 	190.20 	196.10 	192.73 	207.07 	220.67 	236.06 	246.52 	255.96 	259.30 	249.16 	267.89 	288.91 	299.73 	258.41 	261.59 
A,PC,NFW_S14_S15,S14_S15,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60.20 	75.66 	88.68 	105.85 	135.87 	140.14 	126.09 	111.49 	119.47 	118.24 	127.58 	129.80 	118.75 	82.78 	100.67 	110.83 	90.44 	99.01 	113.76 	123.29 	127.21 	125.83 	126.12 	112.83 	125.42 	134.97 	150.88 	129.14 	133.34 
A,PC,NFW_S14_S15,S14_S15,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	182.22 	191.77 	200.42 	209.13 	232.98 	227.15 	204.73 	191.84 	199.86 	203.83 	209.43 	222.38 	219.58 	186.81 	200.47 	208.41 	203.78 	216.08 	228.49 	237.22 	247.13 	263.89 	268.39 	253.22 	273.75 	285.03 	297.29 	258.71 p	259.53 
A,PC,NFW_S14_S15,S14_S15,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67.53 	75.31 	78.81 	71.77 	74.46 	73.36 	84.96 	74.05 	65.39 	61.47 	65.98 	71.83 	87.46 	68.69 	71.57 	84.61 	85.03 	108.19 	117.73 	133.30 	126.56 	132.14 	132.81 	132.62 	139.49 	152.40 	159.13 	145.54 	145.26 p
A,PC,NFW_S14_S15,S14_S15,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82.72 	90.91 	97.57 	103.38 	109.63 	113.38 	111.73 	109.62 	104.44 	102.40 	106.10 	111.33 	115.38 	103.12 	115.89 	119.02 	122.39 	136.45 	146.47 	158.70 	174.80 	182.65 	185.64 	185.14 	185.15 	202.33 	203.07 	187.32 	183.71 p
A,PC,NFW_S14_S15,S14_S15,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	200.28 	173.66 	172.72 	167.82 	155.17 	148.03 	107.25 	66.98 	97.41 	123.28 	126.80 	134.35 	141.49 	188.33 	200.59 	210.69 	196.01 	196.36 	220.61 	251.10 	264.69 	227.69 	221.47 
A,PC,NFW_S14_S15,S14_S15,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	153.30 	162.56 	160.96 	207.31 	187.30 	189.89 	213.60 	239.86 	239.41 	246.73 	253.06 	259.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC,NFW_S14_S15,S14_S15,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	207.29 	215.31 	243.45 	276.21 	288.44 	297.28 	279.64 	275.61 	272.67 	280.54 	304.92 	316.74 	287.25 	265.71 	266.89 	259.12 	245.19 	270.46 	290.81 	301.76 	309.45 	300.50 	306.48 	285.89 	311.60 	337.71 	358.90 	325.19 	336.69 
A,PC,NFW_S14_S15,S14_S15,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47.95 	47.29 	67.35 	61.91 	59.87 	59.84 	58.93 	67.33 	67.43 	82.81 	88.73 	80.33 	89.59 	84.69 	63.06 	73.10 	76.97 	84.62 	90.71 	88.23 	88.71 	93.86 	98.87 	98.52 	105.35 	116.04 	129.14 	120.86 	121.58 
A,PC,NFW_S14_S15,S14_S15,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	177.21 	188.35 	192.57 	188.30 	177.38 	179.32 	179.41 	169.87 	181.58 	201.64 	203.55 	211.79 	227.67 	226.08 	247.08 	249.87 	225.07 	215.17 	223.21 	234.95 	252.57 	255.32 	248.38 	243.86 	259.48 b	254.26 	276.02 	236.59 	220.47 
A,PC,NFW_S14_S15,S14_S15,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	114.15 	124.25 	118.72 	115.80 	108.49 	99.95 	74.58 	73.83 	72.49 	60.87 	43.02 	39.25 	39.12 	33.33 	35.95 	58.49 	60.48 	71.34 	83.05 	85.56 	101.25 	108.82 	111.74 	114.92 	115.99 	128.13 	140.40 	135.13 	134.44 
A,PC,NFW_S14_S15,S14_S15,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	210.12 	216.12 	234.80 	238.50 	243.64 	242.45 	252.35 	273.60 	288.69 	294.26 	309.28 	293.86 	281.82 	282.01 	284.10 	289.92 	278.59 	280.66 	276.47 	315.72 	308.41 	335.60 	373.39 	344.19 	342.34 	346.36 	347.90 	325.29 	297.42 
A,PC,NFW_S14_S15,S14_S15,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	323.16 	323.56 	322.71 	319.28 	326.23 	318.46 	295.46 	281.94 	285.60 	279.58 	287.92 	277.46 	254.42 	271.06 	268.61 	299.47 	330.54 	356.69 	350.46 	413.47 	434.24 	462.59 	450.94 	435.91 	477.60 	522.61 	492.05 	370.81 	377.11 
A,PC,NFW_S14_S15,S14_S15,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51.32 	56.65 	65.19 	60.49 	70.14 	69.56 	63.26 	55.53 	57.97 	61.25 	67.07 	77.72 	75.59 	58.13 	66.03 	64.65 	57.70 	58.63 	62.54 	66.46 	66.91 	70.25 	74.59 	69.77 	78.36 	91.25 	101.08 	94.42 	: 
A,PC,NFW_S14_S15,S14_S15,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44.30 	42.06 	47.52 	57.63 	59.67 	57.16 	52.54 	53.74 	84.12 	82.38 	89.83 	92.25 	94.65 	66.69 	71.89 	72.54 	72.60 	82.49 	87.79 	92.07 	98.02 	104.44 	103.99 	103.32 	101.87 	113.33 	120.26 	111.24 	111.22 
A,PC,NFW_S14_S15,S14_S15,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	146.79 	143.75 	145.64 	150.71 	153.58 	154.94 	151.48 	142.04 	145.70 	150.66 	151.61 	156.30 	152.25 	138.24 	147.50 	149.47 	152.66 	158.63 	167.37 	182.48 	186.86 	189.03 	196.38 	195.58 	194.73 	204.04 	209.16 	197.68 	198.88 p
A,PC,NFW_S14_S15,S14_S15,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	182.51 	94.47 	48.62 	44.09 	50.98 	50.12 	43.29 	47.58 	45.07 	49.98 	58.78 	72.43 	103.79 	60.76 	41.92 	42.94 	44.74 	56.83 	81.31 	88.76 	91.06 	87.96 	83.00 	70.63 	81.90 	93.32 	98.91 	100.52 	95.33 p
A,PC,NFW_S14_S15,S14_S15,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	121.14 	154.30 	193.18 	213.01 	262.70 	235.04 	207.20 	197.98 	224.40 	230.94 	281.57 	302.98 	281.27 	237.48 	272.12 	293.02 	260.45 	266.76 	300.06 	341.91 	365.46 	382.98 	393.30 	366.77 	422.62 	478.00 	520.76 	420.46 	440.81 
A,PC,NFW_S14_S15,S14_S15,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.46 	78.27 	75.76 	79.32 	77.03 	79.30 	96.41 	106.33 	112.73 	121.14 	119.34 	125.81 	128.07 	107.73 	118.08 	120.86 	117.35 	123.11 	129.29 	135.79 	136.59 	138.76 	141.67 	144.32 	148.50 	160.74 	170.86 	160.14 	161.09 
A,PC,NFW_S14_S15,S14_S15,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.23 	100.09 	103.31 	107.49 	105.29 	100.09 	93.84 	67.83 	68.43 	57.33 	63.04 	68.64 	67.60 	56.42 	63.16 	73.41 	76.46 	77.85 	84.33 	91.06 	91.63 	90.98 	84.12 	80.49 	81.98 	83.64 	87.99 	68.45 	64.02 
A,PC,NFW_S14_S15,S14_S15,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37.97 p	33.12 p	31.14 p	29.14 p	31.57 p	33.60 p	37.04 p	35.42 p	40.29 p	48.26 p	56.77 p	69.36 p	57.43 p	53.63 p
A,PC,NFW_S14_S15,S14_S15,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	246.76 	252.20 	271.27 	318.20 	328.49 	316.34 	287.86 	264.79 	262.88 	259.96 	272.64 	263.75 	257.27 	238.81 	254.63 	262.87 	291.07 	291.57 	286.01 	315.73 	306.00 	329.53 	331.37 	310.01 	324.26 	: 	: 	: 	: 
A,PC,P4_R_HAB_GR,S14_S15,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.78 	1.06 	3.21 	2.67 	2.39 	0.96 	0.40 	1.74 	1.19 	1.26 	1.77 	1.13 	1.21 	1.11 	0.85 	0.46 	0.23 	-0.74 	-0.57 	0.40 	0.67 	1.01 	0.53 	0.65 	-5.95 	5.51 	1.82 	-1.78 
A,PC,P4_R_HAB_GR,S14_S15,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.44 	0.95 	3.06 	2.32 	2.22 	0.62 	1.17 	1.06 	0.89 	0.77 	1.04 	1.27 	1.34 	1.74 	2.35 	-0.20 	0.74 	0.82 	0.62 	0.80 	1.05 	1.34 	1.16 	0.96 	-5.90 	5.12 	1.72 	-0.18 
A,PC,P4_R_HAB_GR,S14_S15,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.34 	-32.03 	4.27 	6.66 	6.94 	11.77 	6.49 	7.79 	8.99 	6.71 	9.56 	11.29 	5.71 	-4.05 	1.94 	4.61 	2.97 	-0.79 	3.66 	4.01 	3.71 	4.17 	: 	: 	: 	: 	: 	: 
A,PC,P4_R_HAB_GR,S14_S15,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.08 	1.69 	1.87 	1.70 	1.64 	1.83 	0.22 	-0.08 	1.24 	0.78 	0.80 	1.08 	0.64 	0.75 	1.05 	0.73 	1.27 	1.14 	0.04 	1.33 	0.66 	0.05 	-0.04 	0.60 	-3.33 	2.13 	2.31 	0.20 
A,PC,P4_R_HAB_GR,S14_S15,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.73 	2.20 	6.48 	3.54 	6.24 	4.69 	2.53 	4.15 	4.65 	2.34 	2.38 	6.83 	5.37 	-7.65 	1.86 	-3.15 	-4.43 	-5.69 	-0.50 	3.85 	3.95 	4.21 	3.86 	4.92 	-3.57 	6.45 	7.45 	4.42 
A,PC,P4_R_HAB_GR,S14_S15,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.81 	1.95 	-0.59 	2.87 	1.63 	3.70 	5.31 	5.39 	2.84 	2.42 	3.01 	3.29 	1.43 	-0.07 	1.04 	0.97 	-0.89 	0.92 	1.55 	3.37 	3.33 	4.15 	3.87 	3.59 	-3.08 	4.32 	-3.84 	-3.19 
A,PC,P4_R_HAB_GR,S14_S15,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.73 	0.61 	1.50 	3.02 	1.83 	0.96 	-0.35 	0.70 	0.27 	1.14 	1.61 	0.34 	0.62 	1.62 	0.98 	1.11 	0.81 	0.44 	1.04 	1.72 	1.90 	1.15 	1.09 	1.81 	-4.21 p	2.78 	3.32 	-2.17 
A,PC,P4_R_HAB_GR,S14_S15,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.96 	1.78 	2.70 	0.44 	0.46 	0.93 	1.86 	1.23 	4.13 	2.88 	2.40 	1.58 	0.45 	-1.69 	0.83 	-1.06 	-0.20 	0.74 	-0.09 	1.16 	1.92 	1.51 	2.59 	0.99 	-0.40 	5.93 	-3.91 	-0.18 
A,PC,P4_R_HAB_GR,S14_S15,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.77 	1.74 	0.92 	0.98 	1.30 	1.75 	1.87 	1.33 	0.15 	-0.26 	0.46 	-0.37 	-1.35 	-0.73 	0.77 	1.59 	1.63 	1.40 	1.19 	1.35 	-5.61 	5.10 	3.11 	-0.61 
A,PC,P4_R_HAB_GR,S14_S15,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.97 	11.80 	5.01 	2.62 	3.76 	6.66 	9.83 	9.94 	8.84 	10.12 	12.72 	9.39 	-2.16 	-12.03 	-1.96 	3.43 	4.98 	4.66 	4.74 	5.38 	4.16 	2.28 	4.96 	4.12 	0.65 	6.89 	1.08 	-3.03 
A,PC,P4_R_HAB_GR,S14_S15,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.10 	2.87 	4.03 	3.31 	-1.05 	4.96 	5.69 	4.13 	3.57 	4.05 	1.63 	4.61 	3.39 	-1.07 	-7.66 	-8.44 	-9.13 	-3.54 	-0.08 	1.17 	0.99 	2.42 	2.40 	3.19 	-4.57 	5.58 	7.92 	2.19 
A,PC,P4_R_HAB_GR,S14_S15,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.20 	2.09 	4.02 	4.53 	3.85 	3.18 	1.92 	0.81 	2.97 	2.62 	2.43 	1.73 	-1.27 	-2.47 	-0.52 	-3.05 	-4.22 	-2.56 	1.77 	3.41 	2.51 	2.63 	1.47 	0.79 	-9.56 	6.57 	2.75 	0.40 
A,PC,P4_R_HAB_GR,S14_S15,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.68 	2.04 	1.65 	1.27 	1.72 	1.90 	2.18 	1.79 	0.49 	-0.13 	0.51 	-0.06 	-1.03 	-0.40 	1.23 	1.97 	1.96 	1.80 	1.56 	1.60 	-4.88 	5.29 	2.76 	-0.51 
A,PC,P4_R_HAB_GR,S14_S15,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.40 	2.65 	4.71 	2.76 	2.05 	2.04 	2.82 	4.03 	3.86 	3.04 	3.37 	3.02 	2.07 	-2.26 	1.53 	2.21 	0.40 	-0.84 	-0.09 	1.57 	1.43 	0.00 	1.38 	1.07 	-1.98 	3.19 	0.14 	0.86 
A,PC,P4_R_HAB_GR,S14_S15,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.15 	2.45 	4.22 	2.97 	1.24 	1.86 	3.13 	0.47 	0.44 	1.25 	3.15 	2.53 	2.79 	2.59 	2.45 	0.84 	1.21 	0.69 	1.45 	1.99 	1.65 	0.56 	3.45 	3.14 	2.90 	1.80 	2.33 	1.49 	1.16 	1.74 	1.75 	2.04 	0.01 	0.80 	1.50 	0.18 	-0.56 	0.26 	0.77 	1.07 	1.27 	1.22 	0.19 	1.11 	-4.91 	5.27 	1.76 	-0.36 
A,PC,P4_R_HAB_GR,S14_S15,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.52 	11.23 	0.59 	-1.88 	3.97 	7.58 	8.77 	4.53 	4.85 	4.24 	1.55 	6.09 	2.67 	-7.46 	-1.35 	1.12 	-2.53 	-1.10 	-1.40 	1.05 	3.91 	4.11 	4.34 	6.74 	-2.00 	10.06 	5.06 	3.05 
A,PC,P4_R_HAB_GR,S14_S15,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.87 	2.31 	4.80 	6.15 	3.25 	4.87 	8.68 	9.08 	2.07 	3.51 	2.67 	-1.00 	-1.11 	-6.12 	-1.66 	0.19 	-1.94 	0.49 	3.73 	4.88 	5.13 	5.90 	4.78 	4.82 	0.66 	5.46 	5.49 	-1.41 
A,PC,P4_R_HAB_GR,S14_S15,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.44 	6.22 	6.69 	8.52 	8.62 	4.67 	3.15 	1.62 	2.65 	5.05 	3.46 	3.47 	-1.21 	-4.38 	-1.60 	-1.36 	-1.81 	-1.40 	1.57 	2.25 	3.03 	2.24 	3.48 	2.14 	-6.80 	6.87 	6.28 	1.87 
A,PC,P4_R_HAB_GR,S14_S15,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.31 	0.56 	5.74 	4.98 	9.58 	1.32 	4.08 	-7.67 	-12.01 	-0.38 	1.62 	0.39 	0.59 	2.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC,P4_R_HAB_GR,S14_S15,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.57 	3.63 	3.05 	2.73 	2.99 	1.42 	0.08 	0.23 	0.44 	1.15 	0.93 	0.32 	-1.61 	-1.35 	0.32 	-0.98 	-3.97 	-2.39 	0.30 	1.67 	0.95 	1.29 	0.63 	0.19 	-8.07 	6.15 	3.81 	0.49 
